# Nyra comparison — runtime + memory benchmark
# Generated: 2026-07-01T14:14:09Z
# Runs per command: 5 (warmup 1 discarded); micro=9 concurrency=11
# Time: median wall clock in milliseconds (lower is better)
# Nyra parity: Zero/Explicit measured interleaved per suite (same OS/thermal window)
# Parity summary excludes startup-dominated suites (hello, arithmetic) — see HTML report
# Memory: peak max RSS in KB during timed runs (lower is better)
# Binary size: hello-world release / stripped / UPX (see binary-size.tsv)
# Platform: Darwin arm64
# Nyra build: release; cpu_bound_pgo=release+pgo; Nyra flags: --no-prelude (single-file suites), prelude (multi-file/struct_sum), -march=native
# Isolation: Nyra variants per suite (interleaved pairs); other langs isolated (BENCH_LANG_COOLDOWN=2s)
# Compiled langs: -O3 -flto=thin (Nyra --release, clang/clang++/rustc aligned)
# Note: Nyra/C/C++/Go/Rust/Java = compiled; Node/Python = runtime interpreters


Nyra appears twice:

  • Nyra (Zero Types)
  • Nyra (Explicit Types)

Both generate native code. Zero/Explicit pairs are measured interleaved per suite
(median wall time) so OS startup noise does not skew the comparison.

The hot-path parity table (HTML) excludes hello/arithmetic where process spawn
dominates and LLVM output is identical — see full matrix for all suites.

| Suite        | Language               | Time (ms) | Memory     |
   Slowest: Nyra (Zero Types) (35.18 ms)
   Lowest RAM: Go (3.83 MB)
   Highest RAM: Nyra (Zero Types) (8.50 MB)
   Average: 25.26 ms, 6.94 MB across 3 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Go                           5.5177       1    1.00x        3.83 MB      1    1.00x
   Nyra (Explicit Types)       35.0897       2    6.36x        8.50 MB      3    2.22x
   Nyra (Zero Types)           35.1758       3    6.38x        8.50 MB      2    2.22x
   Insights:
     • Fastest runtime: Go (5.52 ms mean)
     • Lowest peak memory: Go (3.83 MB)
     • Go is 6.38× faster than Nyra (Zero Types) on this suite.
     • Go is 6.36× faster than Nyra (Explicit Types) on this suite.

## collections_hashset
   HashSet insert/contains
   Fastest: Nyra (Zero Types) (34.95 ms)
   Slowest: Nyra (Explicit Types) (35.07 ms)
   Lowest RAM: Nyra (Zero Types) (8.52 MB)
   Highest RAM: Nyra (Zero Types) (8.52 MB)
   Average: 35.01 ms, 8.52 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)           34.9545       1    1.00x        8.52 MB      1    1.00x
   Nyra (Explicit Types)       35.0720       2    1.00x        8.52 MB      2    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (34.95 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (8.52 MB)

## collections_vec_push
   Vec push growth
   Fastest: Go (5.69 ms)
   Slowest: Rust (10.20 ms)
   Lowest RAM: Nyra (Zero Types) (3.03 MB)
   Highest RAM: Go (7.98 MB)
   Average: 7.01 ms, 4.30 MB across 4 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Go                           5.6903       1    1.00x        7.98 MB      4    2.63x
   Nyra (Explicit Types)        5.8816       2    1.03x        3.03 MB      2    1.00x
   Nyra (Zero Types)            6.2719       3    1.10x        3.03 MB      1    1.00x
   Rust                        10.1980       4    1.79x        3.14 MB      3    1.04x
   Insights:
     • Fastest runtime: Go (5.69 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (3.03 MB)
     • Go is 1.10× faster than Nyra (Zero Types) on this suite.
     • Nyra (Zero Types) uses 2.6× less RAM than Go (peak RSS).
     • Nyra (Zero Types) is 1.63× faster than Rust on this suite.
     • Go is 1.03× faster than Nyra (Explicit Types) on this suite.
     • Nyra (Explicit Types) uses 2.6× less RAM than Go (peak RSS).
     • Nyra (Explicit Types) is 1.73× faster than Rust on this suite.

## collections_vec_pop
   Vec push then pop all
   Fastest: Nyra (Explicit Types) (6.75 ms)
   Slowest: Nyra (Zero Types) (7.39 ms)
   Lowest RAM: Nyra (Zero Types) (3.03 MB)
   Highest RAM: Nyra (Zero Types) (3.03 MB)
   Average: 7.07 ms, 3.03 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Explicit Types)        6.7498       1    1.00x        3.03 MB      2    1.00x
   Nyra (Zero Types)            7.3880       2    1.09x        3.03 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Explicit Types) (6.75 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (3.03 MB)

## collections_sort
   shell-sort pass + sum
   Fastest: Nyra (Explicit Types) (4.22 ms)
   Slowest: Nyra (Zero Types) (4.48 ms)
   Lowest RAM: Nyra (Zero Types) (1.28 MB)
   Highest RAM: Nyra (Zero Types) (1.28 MB)
   Average: 4.35 ms, 1.28 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Explicit Types)        4.2219       1    1.00x        1.28 MB      2    1.00x
   Nyra (Zero Types)            4.4806       2    1.06x        1.28 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Explicit Types) (4.22 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.28 MB)

## algorithms_qsort
   partition-style mod sum
   Fastest: Nyra (Explicit Types) (3.73 ms)
   Slowest: Nyra (Zero Types) (4.23 ms)
   Lowest RAM: Nyra (Zero Types) (1.03 MB)
   Highest RAM: Nyra (Zero Types) (1.03 MB)
   Average: 3.98 ms, 1.03 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Explicit Types)        3.7315       1    1.00x        1.03 MB      2    1.00x
   Nyra (Zero Types)            4.2305       2    1.13x        1.03 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Explicit Types) (3.73 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.03 MB)

## algorithms_mergesort
   merge-style mod sum
   Fastest: Nyra (Explicit Types) (3.88 ms)
   Slowest: Nyra (Zero Types) (4.22 ms)
   Lowest RAM: Nyra (Zero Types) (1.03 MB)
   Highest RAM: Nyra (Zero Types) (1.03 MB)
   Average: 4.05 ms, 1.03 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Explicit Types)        3.8799       1    1.00x        1.03 MB      2    1.00x
   Nyra (Zero Types)            4.2217       2    1.09x        1.03 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Explicit Types) (3.88 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.03 MB)

## algorithms_binary_search
   binary search probes
   Fastest: Nyra (Zero Types) (3.55 ms)
   Slowest: Nyra (Explicit Types) (3.63 ms)
   Lowest RAM: Nyra (Zero Types) (1.03 MB)
   Highest RAM: Nyra (Zero Types) (1.03 MB)
   Average: 3.59 ms, 1.03 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)            3.5470       1    1.00x        1.03 MB      1    1.00x
   Nyra (Explicit Types)        3.6257       2    1.02x        1.03 MB      2    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (3.55 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.03 MB)

## algorithms_json_parse
   json_get_i32 hot loop
   Fastest: Go (5.56 ms)
   Slowest: Nyra (Zero Types) (15.80 ms)
   Lowest RAM: Nyra (Zero Types) (1.05 MB)
   Highest RAM: Go (3.59 MB)
   Average: 12.37 ms, 1.90 MB across 3 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Go                           5.5624       1    1.00x        3.59 MB      3    3.43x
   Nyra (Explicit Types)       15.7387       2    2.83x        1.05 MB      2    1.00x
   Nyra (Zero Types)           15.8015       3    2.84x        1.05 MB      1    1.00x
   Insights:
     • Fastest runtime: Go (5.56 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.05 MB)
     • Go is 2.84× faster than Nyra (Zero Types) on this suite.
     • Nyra (Zero Types) uses 3.4× less RAM than Go (peak RSS).
     • Go is 2.83× faster than Nyra (Explicit Types) on this suite.
     • Nyra (Explicit Types) uses 3.4× less RAM than Go (peak RSS).

## algorithms_regex
   regex_is_match
   Fastest: Nyra (Explicit Types) (18.43 ms)
   Slowest: Nyra (Zero Types) (18.47 ms)
   Lowest RAM: Nyra (Zero Types) (1.11 MB)
   Highest RAM: Nyra (Zero Types) (1.11 MB)
   Average: 18.45 ms, 1.11 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Explicit Types)       18.4331       1    1.00x        1.11 MB      2    1.00x
   Nyra (Zero Types)           18.4657       2    1.00x        1.11 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Explicit Types) (18.43 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.11 MB)

## concurrency_spawn_tasks
   spawn N lightweight tasks
   Fastest: Go (4.37 ms)
   Slowest: Nyra (Zero Types) (33.98 ms)
   Lowest RAM: Nyra (Zero Types) (1.45 MB)
   Highest RAM: Go (3.61 MB)
   Average: 24.07 ms, 2.17 MB across 3 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Go                           4.3720       1    1.00x        3.61 MB      3    2.48x
   Nyra (Explicit Types)       33.8620       2    7.75x        1.45 MB      2    1.00x
   Nyra (Zero Types)           33.9762       3    7.77x        1.45 MB      1    1.00x
   Insights:
     • Fastest runtime: Go (4.37 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.45 MB)
     • Go is 7.77× faster than Nyra (Zero Types) on this suite.
     • Nyra (Zero Types) uses 2.5× less RAM than Go (peak RSS).
     • Go is 7.75× faster than Nyra (Explicit Types) on this suite.
     • Nyra (Explicit Types) uses 2.5× less RAM than Go (peak RSS).

## concurrency_channel_pingpong
   spawn producer + channel recv
   Fastest: Rust (11.09 ms)
   Slowest: Nyra (Explicit Types) (139.46 ms)
   Lowest RAM: Nyra (Zero Types) (1.36 MB)
   Highest RAM: Rust (5.31 MB)
   Average: 75.54 ms, 2.90 MB across 4 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Rust                        11.0895       1    1.00x        5.31 MB      4    3.91x
   Go                          18.9114       2    1.71x        3.58 MB      3    2.63x
   Nyra (Zero Types)          132.7177       3   11.97x        1.36 MB      1    1.00x
   Nyra (Explicit Types)      139.4580       4   12.58x        1.36 MB      2    1.00x
   Insights:
     • Fastest runtime: Rust (11.09 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.36 MB)
     • Go is 7.02× faster than Nyra (Zero Types) on this suite.
     • Nyra (Zero Types) uses 2.6× less RAM than Go (peak RSS).
     • Rust is 11.97× faster than Nyra (Zero Types) on this suite.
     • Nyra (Zero Types) uses 3.9× less RAM than Rust (peak RSS).
     • Go is 7.37× faster than Nyra (Explicit Types) on this suite.
     • Nyra (Explicit Types) uses 2.6× less RAM than Go (peak RSS).
     • Rust is 12.58× faster than Nyra (Explicit Types) on this suite.
     • Nyra (Explicit Types) uses 3.9× less RAM than Rust (peak RSS).

## concurrency_worker_pool
   4-worker channel pool
   Fastest: Nyra (Zero Types) (10,746.22 ms)
   Slowest: Nyra (Explicit Types) (10,840.97 ms)
   Lowest RAM: Nyra (Zero Types) (3.17 MB)
   Highest RAM: Nyra (Zero Types) (3.17 MB)
   Average: 10,793.59 ms, 3.17 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)        10746.2215       1    1.00x        3.17 MB      1    1.00x
   Nyra (Explicit Types)    10840.9680       2    1.01x        3.17 MB      2    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (10,746.22 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (3.17 MB)

## concurrency_parallel_map
   parallel for + checksum
   Fastest: Nyra (Zero Types) (3.97 ms)
   Slowest: Nyra (Explicit Types) (3.99 ms)
   Lowest RAM: Nyra (Zero Types) (1.12 MB)
   Highest RAM: Nyra (Zero Types) (1.12 MB)
   Average: 3.98 ms, 1.12 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)            3.9688       1    1.00x        1.12 MB      1    1.00x
   Nyra (Explicit Types)        3.9885       2    1.00x        1.12 MB      2    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (3.97 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.12 MB)

## cpu_bound_pgo
   Fastest: Nyra (Explicit Types) (808.15 ms)
   Slowest: Nyra (Zero Types) (808.41 ms)
   Lowest RAM: Nyra (Zero Types) (1.06 MB)
   Highest RAM: Nyra (Zero Types) (1.06 MB)
   Average: 808.28 ms, 1.06 MB across 2 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Explicit Types)      808.1502       1    1.00x        1.06 MB      2    1.00x
   Nyra (Zero Types)          808.4120       2    1.00x        1.06 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Explicit Types) (808.15 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.06 MB)

## escape_local_channel
   Fastest: Nyra (Zero Types) (7.00 ms)
   Slowest: Nyra (Zero Types) (7.00 ms)
   Lowest RAM: Nyra (Zero Types) (1.03 MB)
   Highest RAM: Nyra (Zero Types) (1.03 MB)
   Average: 7.00 ms, 1.03 MB across 1 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)            6.9962       1    1.00x        1.03 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (7.00 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.03 MB)

## escape_point_sroa
   Fastest: Nyra (Zero Types) (5.56 ms)
   Slowest: Nyra (Zero Types) (5.56 ms)
   Lowest RAM: Nyra (Zero Types) (1.38 MB)
   Highest RAM: Nyra (Zero Types) (1.38 MB)
   Average: 5.56 ms, 1.38 MB across 1 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)            5.5618       1    1.00x        1.38 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (5.56 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.38 MB)

## escape_spawn_channel
   Fastest: Nyra (Zero Types) (127.84 ms)
   Slowest: Nyra (Zero Types) (127.84 ms)
   Lowest RAM: Nyra (Zero Types) (1.28 MB)
   Highest RAM: Nyra (Zero Types) (1.28 MB)
   Average: 127.84 ms, 1.28 MB across 1 languages

   Language                  Time (ms)  Time #  vs best       Peak RSS  RAM #  vs best
   ------------------------------------------------------------------------------
   Nyra (Zero Types)          127.8377       1    1.00x        1.28 MB      1    1.00x
   Insights:
     • Fastest runtime: Nyra (Zero Types) (127.84 ms mean)
     • Lowest peak memory: Nyra (Zero Types) (1.28 MB)

========================================================================
RAW MEASUREMENTS — same rows as results/data.tsv
========================================================================

   Suite                Language                  Time (ms)       Memory
   --------------------------------------------------------------------
   hello                Nyra (Zero Types)            1.8164      1.06 MB
   hello                Nyra (Explicit Types)        1.7966      1.06 MB
   arithmetic           Nyra (Zero Types)            1.7007      1.03 MB
   arithmetic           Nyra (Explicit Types)        1.7562      1.03 MB
   dungeon              Nyra (Zero Types)            2.8192      1.38 MB
   dungeon              Nyra (Explicit Types)        2.8900      1.38 MB
   loop                 Nyra (Zero Types)         1413.6043      1.03 MB
   loop                 Nyra (Explicit Types)     1412.8151      1.03 MB
   fib                  Nyra (Zero Types)         1412.3417      1.03 MB
   fib                  Nyra (Explicit Types)     1412.8758      1.03 MB
   nested               Nyra (Zero Types)           52.1994      1.03 MB
   nested               Nyra (Explicit Types)       52.0251      1.03 MB
   struct_sum           Nyra (Zero Types)            2.9566      1.38 MB
   struct_sum           Nyra (Explicit Types)        2.8642      1.38 MB
   loop_nofold          Nyra (Zero Types)         1412.2005      1.03 MB
   loop_nofold          Nyra (Explicit Types)     1412.2961      1.03 MB
   comptime_table       Nyra (Zero Types)            3.6398      1.03 MB
   comptime_table       Nyra (Explicit Types)        3.6203      1.03 MB
   comptime_table       Nyra (Comptime)              1.8034      1.03 MB
   comptime_table       Nyra (Comptime + Types)       1.7920      1.03 MB
   cpu_bound            Nyra (Zero Types)          808.6509      1.03 MB
   cpu_bound            Nyra (Explicit Types)      808.7863      1.03 MB
   mix                  Nyra (Zero Types)         1832.0423      1.03 MB
   mix                  Nyra (Explicit Types)     1832.4539      1.03 MB
   escape_local_channel Nyra (Zero Types)            6.9962      1.03 MB
   escape_spawn_channel Nyra (Zero Types)          127.8377      1.28 MB
   escape_point_sroa    Nyra (Zero Types)            5.5618      1.38 MB
   memory_alloc_struct  Nyra (Zero Types)           12.5385      1.44 MB
   memory_alloc_struct  Nyra (Explicit Types)       12.3592      1.44 MB
   memory_free_struct   Nyra (Zero Types)           11.3946      1.06 MB
   memory_free_struct   Nyra (Explicit Types)       10.9993      1.06 MB
   memory_arena         Nyra (Zero Types)            6.9192      1.03 MB
   memory_arena         Nyra (Explicit Types)        6.4192      1.03 MB
   memory_ownership     Nyra (Zero Types)            7.2891      1.38 MB
   memory_ownership     Nyra (Explicit Types)        6.8443      1.38 MB
   strings_concat       Nyra (Zero Types)          271.5001      2.83 MB
   strings_concat       Nyra (Explicit Types)      271.3023      2.83 MB
   strings_substring    Nyra (Zero Types)            6.4890      2.61 MB
   strings_substring    Nyra (Explicit Types)        6.0597      2.61 MB
   strings_replace      Nyra (Zero Types)            8.9705      1.08 MB
   strings_replace      Nyra (Explicit Types)        8.1513      1.08 MB
   strings_split        Nyra (Zero Types)            6.9719      2.66 MB
   strings_split        Nyra (Explicit Types)        5.7650      2.66 MB
   strings_utf8         Nyra (Zero Types)            9.4745      1.05 MB
   strings_utf8         Nyra (Explicit Types)        8.8863      1.05 MB
   collections_hashmap  Nyra (Zero Types)           35.1758      8.50 MB
   collections_hashmap  Nyra (Explicit Types)       35.0897      8.50 MB
   collections_hashset  Nyra (Zero Types)           34.9545      8.52 MB
   collections_hashset  Nyra (Explicit Types)       35.0720      8.52 MB
   collections_vec_push Nyra (Zero Types)            6.2719      3.03 MB
   collections_vec_push Nyra (Explicit Types)        5.8816      3.03 MB
   collections_vec_pop  Nyra (Zero Types)            7.3880      3.03 MB
   collections_vec_pop  Nyra (Explicit Types)        6.7498      3.03 MB
   collections_sort     Nyra (Zero Types)            4.4806      1.28 MB
   collections_sort     Nyra (Explicit Types)        4.2219      1.28 MB
   algorithms_qsort     Nyra (Zero Types)            4.2305      1.03 MB
   algorithms_qsort     Nyra (Explicit Types)        3.7315      1.03 MB
   algorithms_mergesort Nyra (Zero Types)            4.2217      1.03 MB
   algorithms_mergesort Nyra (Explicit Types)        3.8799      1.03 MB
   algorithms_binary_search Nyra (Zero Types)            3.5470      1.03 MB
   algorithms_binary_search Nyra (Explicit Types)        3.6257      1.03 MB
   algorithms_json_parse Nyra (Zero Types)           15.8015      1.05 MB
   algorithms_json_parse Nyra (Explicit Types)       15.7387      1.05 MB
   algorithms_regex     Nyra (Zero Types)           18.4657      1.11 MB
   algorithms_regex     Nyra (Explicit Types)       18.4331      1.11 MB
   concurrency_spawn_tasks Nyra (Zero Types)           33.9762      1.45 MB
   concurrency_spawn_tasks Nyra (Explicit Types)       33.8620      1.45 MB
   concurrency_channel_pingpong Nyra (Zero Types)          132.7177      1.36 MB
   concurrency_channel_pingpong Nyra (Explicit Types)      139.4580      1.36 MB
   concurrency_worker_pool Nyra (Zero Types)        10746.2215      3.17 MB
   concurrency_worker_pool Nyra (Explicit Types)    10840.9680      3.17 MB
   concurrency_parallel_map Nyra (Zero Types)            3.9688      1.12 MB
   concurrency_parallel_map Nyra (Explicit Types)        3.9885      1.12 MB
   cpu_bound_pgo        Nyra (Zero Types)          808.4120      1.06 MB
   cpu_bound_pgo        Nyra (Explicit Types)      808.1502      1.06 MB
   hello                C                            3.7840      1.03 MB
   arithmetic           C                            2.3392      1.03 MB
   dungeon              C                            2.0664      1.03 MB
   loop                 C                         1295.7243      1.03 MB
   fib                  C                         1294.8507      1.03 MB
   nested               C                           57.9483      1.03 MB
   struct_sum           C                            3.2452      1.03 MB
   loop_nofold          C                         1294.4792      1.05 MB
   comptime_table       C                            6.5883      1.03 MB
   cpu_bound            C                          474.4799      1.05 MB
   mix                  C                         1791.5001      1.03 MB
   memory_alloc_struct  C                            7.0466      1.03 MB
   memory_free_struct   C                            4.5751      1.03 MB
   memory_arena         C                            4.4523      1.03 MB
   memory_ownership     C                            6.0611      1.03 MB
   hello                C++                          2.9072      1.05 MB
   arithmetic           C++                          3.7319      1.06 MB
   dungeon              C++                          3.7763      1.06 MB
   loop                 C++                       1295.6858      1.06 MB
   fib                  C++                       1294.5273      1.06 MB
   nested               C++                         57.3690      1.06 MB
   struct_sum           C++                          3.9165      1.09 MB
   loop_nofold          C++                       1294.9024      1.06 MB
   comptime_table       C++                          6.9483      1.09 MB
   cpu_bound            C++                        474.6088      1.06 MB
   mix                  C++                       1791.7758      1.06 MB
   hello                Go                           4.5957      3.56 MB
   arithmetic           Go                           3.6413      3.52 MB
   dungeon              Go                           5.1736      3.52 MB
   loop                 Go                        1297.7865      3.59 MB
   fib                  Go                        1296.0676      3.42 MB
   nested               Go                          58.9069      3.55 MB
   struct_sum           Go                          28.1183      3.59 MB
   loop_nofold          Go                        1296.4298      3.66 MB
   comptime_table       Go                           8.4034      3.61 MB
   cpu_bound            Go                         581.8674      3.59 MB
   mix                  Go                        1795.4446      3.45 MB
   memory_alloc_struct  Go                           8.6220      3.56 MB
   memory_free_struct   Go                           5.4359      3.52 MB
   memory_arena         Go                           6.1412      3.52 MB
   memory_ownership     Go                           8.2642      3.55 MB
   strings_concat       Go                         299.3988     16.95 MB
   collections_hashmap  Go                           5.5177      3.83 MB
   collections_vec_push Go                           5.6903      7.98 MB
   algorithms_json_parse Go                           5.5624      3.59 MB
   concurrency_spawn_tasks Go                           4.3720      3.61 MB
   concurrency_channel_pingpong Go                          18.9114      3.58 MB
   hello                Rust                         3.7195      1.19 MB
   arithmetic           Rust                         3.6457      1.25 MB
   dungeon              Rust                         4.0963      1.19 MB
   loop                 Rust                      1551.9988      1.25 MB
   fib                  Rust                      1549.7280      1.25 MB
   nested               Rust                        71.2723      1.25 MB
   struct_sum           Rust                         3.8774      1.22 MB
   loop_nofold          Rust                      1546.3965      1.25 MB
   comptime_table       Rust                         4.9705      1.19 MB
   cpu_bound            Rust                       878.1614      1.25 MB
   mix                  Rust                      1986.9194      1.25 MB
   memory_alloc_struct  Rust                         5.0735      1.25 MB
   collections_vec_push Rust                        10.1980      3.14 MB
   concurrency_channel_pingpong Rust                        11.0895      5.31 MB


Re-run: make bench
Report: examples/comparison/results/latest.html
